State,Cities,Hotel Name,Destination,Describe,Ratings,review_count,Actual Price,Offer Percentage,Price
Telangana,hyderabad,Hotel O Jubilee Homes,Centrally Located,Good,3.5,58,3652,71,838
Telangana,hyderabad,Super Capital O White Ridge,Near Khazana Jewellery,Very Good,4,718,3721,71,872
Telangana,hyderabad,Hotel O Rsquare Elite,Near Raghavendra Udupi Veg,Very Good,4,3,3547,68,912
Telangana,hyderabad,Hotel O Grand Hotel And Lodge,Sangareddy,Excellent,4.5,77,3299,71,750
Telangana,hyderabad,Super Hotel O New Cyber Grand Madhapur,Madhapur,Fabulous,5,837,4531,68,1164
Telangana,hyderabad,Hotel O Ab Residency Near Miraj Cinemas - Shalini Shivani,500 074,Good,3.5,38,3488,68,905
Telangana,hyderabad,Super Hotel O Dsr Inn Near Nexus Hyderabad,KPHB 15th phase Venkat Ramana Colony kukatpally,Excellent,4.5,678,4491,65,1271
Telangana,hyderabad,Hotel O Imperial Guest House,Near Yashoda Hospital,Good,3.5,38,3154,73,674
Telangana,hyderabad,SPOT ON Hotel Pioneer lodge,Centrally Located,Good,3.5,109,3765,72,868
Telangana,hyderabad,Hotel O Hill Street Service Apartment Near Gvk One Mall,Banjara Hills,Fair,3,3,6066,75,1221
Telangana,hyderabad,SPOT ON Hotel Chirag's,Thurkayamjal,Very Good,4,36,3294,72,723
Telangana,hyderabad,Hotel O New Panchavati Residency Hotel,Near Metro Pillar no.954,Good,3.5,12,4125,78,723
Telangana,hyderabad,Hotel O Himayat Nagar Circle Near Snow World,Narayanguda,Good,3.5,337,3445,72,733
Telangana,hyderabad,Hotel O Meredian,Nampall,Very Good,4,38,3065,72,690
Telangana,hyderabad,Super Townhouse Moosapet formerly RCC,Near NEAR MOOSAPET METRO STATION,Excellent,4.5,2850,5852,68,1512
Telangana,hyderabad,Super Hotel O Boduppal,Near Andhra Bank,Excellent,4.5,2121,3206,73,719
Telangana,hyderabad,Collection O Vennela Residency,Madinaguda,Very Good,4,537,2483,53,946
Telangana,hyderabad,Hotel O Perfect Stay,Alkapoor Colony,Very Good,4,503,3309,71,777
Telangana,hyderabad,Hotel O Ruby Grand Inn,Near UCO Bank,Fair,3,259,4322,72,967
Telangana,hyderabad,Hotel O 74966 Shree Amardeep Hotel,Near Kims hospital,Good,3.5,16,3338,72,740
Telangana,hyderabad,Hotel O Aadaab,Near Nampally railway station,Fair,3,18,4368,77,788
Telangana,hyderabad,Super Townhouse THE CINCO HOTEL NEAR ESI HOSPITAL ( SR NAGAR),Sanath Nagar,Excellent,4.5,2396,4853,72,1126
Telangana,hyderabad,Super Townhouse Begumpet Near Hyderabad Central,Vinn Hospital,Excellent,4.5,1303,5799,67,1539
Telangana,hyderabad,Hotel O Aroma Classic Near Nampally Main Railway station,Ghosha Mahal,Very Good,4,99,3397,72,765
Telangana,hyderabad,Collection O Hills Near LV Prasad,Near Aasha hospital,Very Good,4,957,4881,67,1296
Telangana,hyderabad,"Hotel O JNTU college Near LULU mall, KPHB Colony.",Near JNTU BUS STOP,Very Good,4,2749,4368,77,813
Telangana,hyderabad,Hotel O White Ridge,Near Sai Sanjeevani Hospital,Very Good,4,952,2815,71,655
Telangana,hyderabad,Super Townhouse HiTech city Hyderabad,near 0.5 Kms shilparamam & Cyber Towners || 1.0 Kms Inorbit mall & IKEA ,Excellent,4.5,887,6002,68,1586
Telangana,hyderabad,Hotel O Secunderabad,A S Rao Nagar,Fair,3,6,6452,71,1494
Telangana,hyderabad,Collection O Galaxy Suites,500084,Good,3.5,62,2825,67,732
Telangana,hyderabad,Hotel O Anuguna Tulasi Grand Near JNTU University Hyderabad,Near Prathima Hospital,Good,3.5,621,3822,71,877
Telangana,hyderabad,Super Hotel O Holiday Rani Gunj Opp Punjab national bank,M.G Road,Excellent,4.5,1204,3298,67,869
Telangana,hyderabad,Capital O Hoysala Inn,Kompally,Excellent,4.5,168,8560,67,2288
Telangana,hyderabad,Super Collection O Millennium Grand,Near D-mart,Very Good,4,254,6005,71,1367
Telangana,hyderabad,Super Townhouse Vaishnavi,Near Csi Wesley Church,Very Good,4,1460,4305,70,1036
Telangana,hyderabad,Hotel O Nav Bharath Residency,Near Central Gurudwara Saheb,Very Good,4,360,2951,63,863
Telangana,hyderabad,Super Townhouse Vanasthalipuram formerly Hotel Surabhi,Near Vishnu Theatre,Excellent,4.5,508,4345,70,1095
Telangana,hyderabad,Hotel O Royal Inn Hotel,Ward 107 Madhapur,Good,3.5,23,4735,72,1078
Telangana,hyderabad,Hotel O Vasundhara Guest House Near Tankbund,Near Bombay Hotel,Fair,3,219,2402,71,534
Telangana,hyderabad,Hotel O Gokul Grand Near SR Nagar Police Station,Near SR Nagar Police station,Excellent,4.5,513,5338,69,1339
Telangana,hyderabad,Hotel O Golden Pride,Near Madhura Nagar,Very Good,4,685,2232,67,566
Telangana,hyderabad,Super Hotel O Golden Hive Madhapur Near Shilparamam,Near Hitech city,Excellent,4.5,793,4051,67,1071
Telangana,hyderabad,Super Collection O Secunderabad-II,Near Veg Market,Excellent,4.5,1614,4508,68,1190
Telangana,hyderabad,Hotel O Shiridi Residency Near Birla Mandir,Near Chermas,Good,3.5,57,3679,69,904
Telangana,hyderabad,Hotel O Shannu Residency,Near Apollo Pharmacy,Very Good,4,213,2494,72,533
Telangana,hyderabad,Hotel O HYVIN SUITES,Near Raju Nagar,Good,3.5,302,5096,77,951
Telangana,hyderabad,Hotel O Hill Park Grand,Near DHL,Fair,3,17,3276,76,621
Telangana,hyderabad,Hotel O White Ridge,Near Dilsukhnagar metro station,Very Good,4,547,3842,67,1014
Telangana,hyderabad,Super Townhouse HiTech city Hyderabad,near 0.5 Kms shilparamam & Cyber Towners || 1.0 Kms Inorbit mall & IKEA ,Excellent,4.5,887,6002,68,1586
Telangana,hyderabad,Hotel O Kachiguda Railway Station,Near Kumar Theatre,Fair,3,60,4385,72,991
Telangana,hyderabad,Hotel O JV Colony Near KFC Gachibowli,Gachibowli,Excellent,4.5,458,3549,67,934
Telangana,hyderabad,Super Townhouse RCC Sunrise,Near Begumpet lifestyle,Excellent,4.5,1508,6280,75,1247
Telangana,hyderabad,Hotel O Gachibowli Near DLF,Near KFC,Excellent,4.5,1453,4514,71,1072
Telangana,hyderabad,Super Townhouse White Ridge Kondapur,Near Gem Motors,Excellent,4.5,581,7115,71,1708
Telangana,hyderabad,Hotel O Relax Grand Near Snow World,Secunderabad Mandalnull,Excellent,4.5,334,3372,77,598
Telangana,hyderabad,Hotel O Sri Residency,Beside Krishna Reddy Indian Filling Station,Fair,3,156,3344,72,760
Telangana,hyderabad,Super Townhouse Alwal Road,Sai Baba Nagar,Excellent,4.5,1342,3889,68,1027
Telangana,hyderabad,Hotel O Adhin Residency,Kompally,Fair,3,103,3377,71,760
Telangana,hyderabad,Townhouse Ss Aero Prime,SBI Building,Very Good,4,356,4059,71,930
Telangana,hyderabad,Townhouse De Alphabet,Near Sai Baba Temple,Very Good,4,1409,5351,67,1433
Telangana,hyderabad,Hotel O RAMOJI BESIDE OMNI HOSPITAL KOTHAPET,Kothapet,Fabulous,5,1070,2912,71,636
Telangana,hyderabad,"Townhouse Near Secunderabad Railway station, Yashoda Hospital, Patny centre",Near RP Road BUS STOP,Excellent,4.5,1255,5205,71,1232
Telangana,hyderabad,Townhouse White Ridge Shivam Road,New Nallakunta,Very Good,4,433,5984,67,1597
Telangana,hyderabad,Super Collection O 77115 Vaishnavi Palace,#2-4-133 Beside KFC,Very Good,4,1136,3139,67,822
Telangana,hyderabad,Townhouse Rajdhani Residency,Auto Nagar,Very Good,4,401,3461,67,897
Telangana,hyderabad,Super Townhouse RCC Elite,Opp To J S Babu Silks,Excellent,4.5,2018,11974,68,3130
Telangana,hyderabad,"Hotel O Silverkey ,near RTO office kondapur",Kondapur,Very Good,4,964,2912,71,656
Telangana,hyderabad,Hotel O Venkata Sai Sadan Mathrusree Nagar,Miyapur,Fair,3,477,5355,67,1443
Telangana,hyderabad,Capital O Srinika Inn,Rangareddy,Excellent,4.5,505,4772,68,1215
Telangana,hyderabad,Hotel O Lavish Stay,Ecil,Good,3.5,132,2455,71,554
Telangana,hyderabad,Hotel O Broholic Hotels Near Botanical Garden,Rangareddy,Excellent,4.5,445,3421,68,866
Telangana,hyderabad,Hotel O D Grand Residency,KUKATPALLY,Good,3.5,116,3685,76,722
Telangana,hyderabad,"Collection O LANCO TECHNO PARK Near Wellfargo, Divyasree, CARE & KIMS hospital",Manikonda,Very Good,4,743,3779,72,864
Telangana,hyderabad,Super Hotel O Qualia Pride Financial District,Financial District,Fabulous,5,939,3642,68,929
Telangana,hyderabad, TOWNHOUSE JAHNAVI GROUP NEAR KIIMS HOSPITAL,Rangareddy,Fabulous,5,869,4092,68,1035
Telangana,hyderabad,Hotel O Alwal Residency,Opp Janapriya Bunglow,Excellent,4.5,677,3281,68,837
Telangana,hyderabad,Super Townhouse OAK Hitec City Near Image Hospital,996544,Very Good,4,969,5358,68,1369
Telangana,hyderabad,Hotel O Night Eye,Rangareddy,Good,3.5,93,4364,72,998
Telangana,hyderabad,Capital O S V Residency Nalagandla,Nalagandla,Good,3.5,285,3439,67,903
Telangana,hyderabad,Heavens Inn Near Rasoolpura metro station,Secunderabad Mandal,Very Good,4,535,3397,72,745
Telangana,hyderabad,Hotel O Beautiful Stay Homes,Kukatpally Housing Board Colony,Good,3.5,15,3991,71,914
Telangana,hyderabad,Collection O  Paradise Circle,M.G.Road,Excellent,4.5,23,2781,73,635
Telangana,hyderabad,Hotel O Ss Delight,Meerpet,Very Good,4,37,3309,68,841
Telangana,hyderabad,Super Collection O Rio Kondapur Near Rahavendra Colony,Surey No 78 To 93 Raja Rajeshwari Nagar.kondapur,Excellent,4.5,1166,4367,68,1107
Telangana,hyderabad,Hotel O S V Residency Kajaguda Near Gachibowli,Rangareddy,Very Good,4,209,3439,68,875
Telangana,hyderabad,Hotel O Ayyappa Residency,ANANDA NILAYAM GOKUL PLOTS,Good,3.5,30,3539,68,902
Telangana,hyderabad,Hotel O Ruby Grand Inn Nallagandla,NEAR APARNA HOSPITAL,Very Good,4,125,2621,72,584
Telangana,hyderabad,Super Hotel O White Ridge,Near Sanjeevini Hospital,Very Good,4,862,3842,67,1014
Telangana,hyderabad,Super Hotel O Sahasra Residency Near Nexus Hyderabad,Near KPHB Metro Station,Excellent,4.5,731,3784,71,865
Telangana,hyderabad,Super Hotel O Qualia Inn Kondapur Near Botanical Garden,Gachibowli,Excellent,4.5,439,3702,68,944
Telangana,hyderabad,Collection O Jubilee Banjara Suites,Near American Hospital,Very Good,4,298,4918,68,1253
Telangana,hyderabad,Hotel O Alpine Glow Heights,Near Excel Hospitals,Very Good,4,381,4325,71,1000
Telangana,hyderabad,Capital O Sri Suprabhat Grand Near Kachiguda Railway Station,Nera Venkataramana Theater,Good,3.5,50,5948,67,1574
Telangana,hyderabad,Hotel O Sree Radha Lodge Near Snow World,Near Guru dwara,Good,3.5,123,2912,76,535
Telangana,hyderabad,Hotel O Shanta Residency Lodge,Near Vajrala complex,Good,3.5,21,4004,83,539
Telangana,hyderabad,Hotel O Raja Residency Near Snow World,Near Raja Deluxe Complex,Very Good,4,1066,2768,71,622
Telangana,hyderabad,Hotel O Sai Residency Near SR Nagar metro station,Near Sr nagar metro station,Fair,3,255,3164,72,722
Telangana,hyderabad,Hotel O Banyan Tree,Centrally Located,Fabulous,5,241,2899,71,663
Telangana,hyderabad,Super Capital O Raaga Grand,Near Ruby Block,Fabulous,5,537,7089,72,1645
Telangana,hyderabad,Super Hotel O Lucky Hotels Gachibowli,Gachibowli,Very Good,4,645,5979,67,1595
Telangana,hyderabad,Townhouse Sri Nirvana Inn,Near Image Hospital,Very Good,4,407,5622,72,1301
Telangana,hyderabad,Hotel O R Square Stay Near LB Nagar Metro,LB Nagar Metro Station,Fair,3,157,3517,67,924
Telangana,hyderabad,"Mythri Hotel Near By ECIL, AS RAO Nagar, Sainikpuri",Near Radhika Multiplex,Very Good,4,373,3947,71,923
Telangana,hyderabad,Capital O Che Sigma Hotel,Near Narayana High School,Very Good,4,995,3032,68,776
Telangana,hyderabad,Spot On Sunshine Inn,Near Hanuman Temple,Excellent,4.5,838,2585,68,645
Telangana,hyderabad,Super Hotel O Qualia Grand,Near Spicy Restaurant,Very Good,4,384,2811,67,719
Telangana,hyderabad,Hotel O Diamond Park,Near Petrol Bunk,Good,3.5,66,3902,71,893
Telangana,hyderabad,Super Collection O White Ridge Near LB Nagar,L B Nagar,Very Good,4,1527,3669,67,966
Telangana,hyderabad,Townhouse Madhapur Near Shilparamam,Madhapur,Good,3.5,150,5454,68,1381
Telangana,hyderabad,Hotel O Home RBS Homes,Medcha Malkajgiri,Very Good,4,62,3309,68,841
Telangana,hyderabad,Super Hotel O Near Dilsuknagar Metro,Kothapet,Excellent,4.5,204,3795,68,1001
Telangana,hyderabad,Hotel O Home Sri Balaji Luxary Rooms Near Inorbit Mall Cyberabad,Rangareddy,Excellent,4.5,920,3957,67,1032
Telangana,hyderabad,Hotel O Royal Comfort,Madhapurnull,Good,3.5,9,5338,68,1382
Telangana,hyderabad,Super Townhouse RCC Majestic 397 LB Nagar,Champapet,Fabulous,5,1916,7505,68,1949
Telangana,hyderabad,Hotel O Home Hotel Fort Inn Near Golconda Fort,Hydershakote,Fabulous,5,3,3221,74,645
Telangana,hyderabad,Super Hotel O Qualia Miyapur,Miyapur,Excellent,4.5,1545,3784,68,966
Telangana,hyderabad,Hotel O Home Dk Homes,Mallapur,Very Good,4,214,3133,69,779
Telangana,hyderabad,Hotel O R D CONVENTION & LUXURY ROOMS,Malkajgiri Mandal,Excellent,4.5,6,5812,71,1342
Telangana,hyderabad,Hotel O PRAMOD PRIME HOMES,Nagole,Very Good,4,130,3085,71,691
Telangana,hyderabad,"Hotel O Home Comfortable Stays, Near Aasam gadh Current office",Karan Bagh,Good,3.5,124,2401,54,875
Telangana,hyderabad,Hotel O REDDY'S GRAND LUXURY ROOMS,Opp. Tech Mahindra University,Good,3.5,36,3597,67,946
Telangana,hyderabad,Townhouse Che Sigma,Malkajgiri,Very Good,4,898,3897,68,1004
Telangana,hyderabad,Collection O Shining Suites Near Erragadda Metro Station,Near Erragadda Metro,Good,3.5,57,3184,71,718
Telangana,hyderabad,Hotel O A Delight Residency,Rangareddy,Fair,3,15,3895,71,896
Telangana,hyderabad,Super Collection O White House Near KIMS Kondapur,Rangareddy,Excellent,4.5,155,4375,66,1197
Telangana,hyderabad,Collection O White House Near KIMS Kondapur.,Kondapur,Very Good,4,433,5219,68,1341
Telangana,hyderabad,Hotel O RBS Residency,Medchal Malkajgiri,Good,3.5,77,3218,68,817
Telangana,hyderabad,Collection O Chirag StayÃƒÂ©Ã‹â€ Ã‚Â¥ÃƒÂ¦Ã‚ÂªÃ…Â¡,Hyderabad,Good,3.5,22,5827,68,1492
Telangana,hyderabad,Hotel O Walk Inn Hotels,Hyderabad,Good,3.5,98,3212,68,811
Telangana,hyderabad,Hotel O New Lakeview Palace,Hyderabad- 500034,Very Good,4,71,3154,74,656
Telangana,hyderabad,Hotel O R K SERENITY LUXURY ROOMS,Near Yashoda Hospital,Very Good,4,222,4236,75,855
Telangana,hyderabad,Hotel O Avasya Residency,Kukatpally,Good,3.5,11,3008,73,646
Telangana,hyderabad,Hotel O Bhavani Rest Rooms,Monda Market,Good,3.5,46,2311,70,539
Telangana,hyderabad,Hotel O Srinika Grand NEAR Shamshabad Airport,Hyderabad,Good,3.5,83,4211,67,1101
Telangana,hyderabad,Collection O GOLDEN HITECH HOTEL,Ayappa Societynull,Very Good,4,73,5101,72,1165
Telangana,hyderabad,Hotel O R Square,Hyderabad,Fabulous,5,20,3502,71,800
Telangana,hyderabad,Super Collection O SS Metro Ritz,Ameerpet,Very Good,4,1174,3802,71,869
Telangana,hyderabad,Hotel O Lavish Stay,Chaitanyapuri,Good,3.5,22,3251,68,826
Telangana,hyderabad,Super Townhouse White Ridge KPHB OPP JNTU,Raji Reddy Nagar,Excellent,4.5,591,5096,69,1295
Telangana,hyderabad,Super Hotel O RBS Square Langer Houz,Hyderabad,Very Good,4,180,3439,68,875
Telangana,hyderabad,Collection O Happy Living Stay,hyderabad.,Good,3.5,277,3324,76,612
Telangana,hyderabad,Collection O Sai Krupa,Kachiguda station road ,Good,3.5,91,3712,73,802
Telangana,hyderabad,Super Townhouse Oak LB Nagar Ramoji,Champapet,Excellent,4.5,2792,3654,68,964
Telangana,hyderabad,Hotel O AM Luxury AC ROOM'S,Penjerla Road,Fair,3,25,2393,71,544
Telangana,hyderabad,Hotel O Vijaya Laxmi residency,Road no -10,Good,3.5,22,2669,73,574
Telangana,hyderabad,Hotel O D Suites,Near BHEL Main Gate,Very Good,4,12,7280,76,1419
Telangana,hyderabad,Townhouse OAK De Alphabet Hotel Bolarum,Hyderabad 500100,Very Good,4,329,4654,72,1089
Telangana,hyderabad,"Collection O Regal Near ISKON TEMPLE , ABIDS",Nampally station road,Fair,3,154,5827,71,1380
Telangana,hyderabad,Capital O Surabhi Elite Near Miraj Cinemas - Shalini Shivani,Kothapet,Very Good,4,145,6101,72,1394
Telangana,hyderabad,Hotel O Surya Residency,Near SR Nagar Police Station,Very Good,4,45,5984,71,1428
Telangana,hyderabad,Hotel O Saraswathi Residency Near SR Nagar Metro Station,Near Nalanda School,Very Good,4,30,6141,71,1429
Telangana,hyderabad,Townhouse OAK Hotel Belsons Taj Mahal,Near Swapnalok Complex,Excellent,4.5,627,6609,70,1601
Telangana,hyderabad,Collection O Begumpet formerly Alpine Glow Sunrise,Near RBI Quarters,Very Good,4,667,4505,68,1131
Telangana,hyderabad,Collection O Lotus Grand Near Secunderabad Railway Station,Secunderabad,Excellent,4.5,736,5247,67,1383
Telangana,hyderabad,Hotel O Athithi Inn Near Hyderabad Central,Near Maithrivanam Complex,Fair,3,603,4501,72,1031
Telangana,hyderabad,Hotel O Ssr Luxury Rooms,Beside Vijaya Bank,Very Good,4,103,5984,68,1543
Telangana,hyderabad,Hotel O The Royal Nest Near Shilparamam,Centrally Located,Very Good,4,334,3684,71,856
Telangana,hyderabad,Collection O Madhapur,Near Hotel Ashoka Western,Very Good,4,87,3882,71,892
Telangana,hyderabad,Collection O Park Heights Banjara Hills Near Gvk One Mall,Banjara Hills,Good,3.5,756,4231,71,967
Telangana,hyderabad,Capital O Sri Navya Grand Near Nexus Hyderabad,Near Cinetown,Good,3.5,85,5221,71,1240
Telangana,hyderabad,Super Townhouse Halcyon Deccan Inn Near Shilparamam,Madhapur,Very Good,4,164,5887,67,1587
Telangana,hyderabad,Hotel O Srujana Stay Inn,Nampally,Good,3.5,334,3425,70,823
Telangana,hyderabad,Hotel O Ritesh Grand,Near RGIA,Good,3.5,70,2475,72,547
Telangana,hyderabad,Collection O Happy Stay Near Hyderabad Central,Near ICICI Bank,Good,3.5,395,3684,68,919
Telangana,hyderabad,Collection O Alekhya Residency,Near Global Hospital,Very Good,4,473,3698,67,974
Telangana,hyderabad,Hotel O Ruma Near Nampally Railway Station,Near City Convention Centre,Good,3.5,57,3457,74,696
Telangana,hyderabad,Capital O Grand Himayat,Wajihuddin Estate,Good,3.5,99,6737,67,1790
Telangana,hyderabad,Collection O Cititel Mehdipatnam,Masab Tank,Very Good,4,595,2826,73,599
Telangana,hyderabad,Hotel O Happy Rooms,500003,Very Good,4,76,2393,71,539
Telangana,hyderabad,Hotel O Holiday,Telephone Calony Road Kothapet,Very Good,4,31,3154,70,763
Telangana,hyderabad,Townhouse De Alphabet,Kothagudanull,Very Good,4,310,6175,67,1658
Telangana,hyderabad,Hotel O Rahul International Hyderabad,Telangana,Very Good,4,420,4071,74,847
Telangana,hyderabad,Super Hotel O Hillside Hotels Dlf Gachibowli Near Shilparamam,Rangareddy,Excellent,4.5,126,5372,68,1374
Telangana,hyderabad,Hotel O SS Skyline,Shamshabad,Very Good,4,426,3851,72,881
Telangana,hyderabad,Townhouse Eaglewood Gachibowli,Beside GHMC Dogs Park,Very Good,4,787,5629,72,1302
Telangana,hyderabad,Hotel O R square,Dilsukh nagar,Fabulous,5,3,4004,75,806
Telangana,hyderabad,Hotel O Sapthami Grand,T.S ,Fair,3,18,2744,74,566
Telangana,hyderabad,Hotel O Residency Inn,Banjara Hills,Fair,3,2,5338,67,1428
Telangana,hyderabad,Super Townhouse Whiteridge Gachibowli Near AIG Hospital,Gachibowli,Excellent,4.5,649,5154,67,1371
Telangana,hyderabad,Super Townhouse Rcc Blizz,New Hafeezpet,Excellent,4.5,808,4818,67,1279
Telangana,hyderabad,Super Hotel O THE FERN SUITES,Madeenaguda,Very Good,4,18,7280,80,1136
Telangana,hyderabad,Hotel O Aroma Classic Near Nampally Railway station,15-1-309 Feelkhana Near Acharaya Bhavan Baba Ramdav Mandir Bagum Bazar Hyderabad,Very Good,4,107,3975,67,1045
Telangana,hyderabad,Townhouse S Continental,Nampally Mandal,Good,3.5,184,3397,73,732
Telangana,hyderabad,Super Collection O Shamshabad,Rangareddy,Excellent,4.5,476,3048,67,780
Telangana,hyderabad,Super Townhouse RCC Pristine,Ameerpet,Excellent,4.5,1155,7877,68,2047
Telangana,hyderabad,Super Capital O Sai Balaji Near Golconda Fort,Suncity,Excellent,4.5,560,3185,68,804
Telangana,hyderabad,Super Hotel O Yadagiri Gutta,Srivari City Residency,Excellent,4.5,150,3534,67,962
Telangana,hyderabad,Hotel O SV Grand,Hyderabad,Very Good,4,484,2996,70,724
Telangana,hyderabad,Hotel O Grand Brundavan,Hyderabad,Fabulous,5,1,4246,74,889
Telangana,hyderabad,Super Townhouse Townvilla Guesthouse,Ameerpet Jamuna Tirth,Excellent,4.5,1667,5799,72,1377
Telangana,hyderabad,Super Hotel O R Square Bn Reddy,Hasthinapuram,Good,3.5,90,3517,67,924
Telangana,hyderabad,Hotel O ROYAL STAY,Attapur,Fabulous,5,70,2912,72,648
Telangana,hyderabad,Collection O New Royal plaza Nampally,Nampally,Fair,3,7,3018,72,678
Telangana,hyderabad,Collection O Grand Krishna,Hyderabad,Fair,3,47,4405,71,1000
Telangana,hyderabad,Hotel O Gvs Grand,ECIL kapara,Fair,3,33,2497,72,551
Telangana,hyderabad,"Hotel Shri Ganesh Near By Himayatnagar,Ashok Nagar,RTC X Roads",Hyderabad,Very Good,4,345,3282,68,829
Telangana,hyderabad,Super Collection O RBS NFC Road,Secunderabad,Excellent,4.5,454,2837,68,716
Telangana,hyderabad,Super Hotel O SQUARE UNIQUE SUITES,Kukatpallynull,Very Good,4,609,5492,67,1459
Telangana,hyderabad,Collection O Limestone Residency,Hyderabad,Fair,3,2,4324,71,980
Telangana,hyderabad,Super Hotel O Usha Mullapudi Road Kukatpally,Kukatpally,Excellent,4.5,682,4282,68,1130
Telangana,hyderabad,Super Collection O Pnr International Mehdipatnam,Hyderabad,Excellent,4.5,1440,2878,71,645
Telangana,hyderabad,Hotel O Sv Hotel,SUNCITY,Excellent,4.5,4,3304,74,688
Telangana,hyderabad,Hotel O NEW PLATINUM,Beside Indra Nagendra theatre Opp Venkateshwara Hospital Thapovan colony Karmanghat,Very Good,4,82,2693,68,687
Telangana,hyderabad,Super Capital O Qualia Gachibowli,Near Pullela Gopichand Academy,Excellent,4.5,602,5378,68,1387
Telangana,hyderabad,Hotel O Akriti Grand ,HITEC City,Good,3.5,15,3324,73,722
Telangana,hyderabad,Hotel O R Squre Inn,Shankeshwar Bazar,Very Good,4,34,3640,72,830
Telangana,hyderabad,Hotel O DS Grand Inn,Near Maruthi Hospital,Good,3.5,68,3178,68,806
Telangana,hyderabad,Super Capital O Prestige,Paradise ,Excellent,4.5,1844,4554,72,1035
Telangana,hyderabad,Capital O Wild Wings Hotel Near Omni Hospital Lane Nagole main road,Beside Essar Petrol Pump,Good,3.5,49,3400,68,889
Telangana,hyderabad,Hotel O Palak Residency Near Erragadda Metro Station,Metro Pillar no: A947,Good,3.5,179,4548,71,1034
Telangana,hyderabad,Hotel O Marie Gold Suites,Silicon Valley,Fabulous,5,1,5117,71,1219
Telangana,hyderabad,Collection O SSR Royal Suites,Near Andhra Bank,Very Good,4,254,4853,68,1243
Telangana,hyderabad,Super Townhouse Ameerpet Balkampet Road,Near Satyam Theatre,Very Good,4,716,5227,67,1423
Telangana,hyderabad,Hotel O Luxury Villas Near Begumpet Airport,Begumpet,Fair,3,119,3798,71,864
Telangana,hyderabad,Super Capital O Rudra Grand Near Kondapur x Road,Gachibowli Area,Fabulous,5,256,5554,68,1408
Telangana,hyderabad,Hotel O Mint Leaves Near Alcazar Mall,Annapurna Studios,Good,3.5,190,3882,77,692
Telangana,hyderabad,Capital O Saharsh Grand Near Shilparamam,Near VVC Mahindra,Very Good,4,646,4066,68,1043
Telangana,hyderabad,Hotel O Sree Ayaansh Residency,Near Sujana Forum Mall,Very Good,4,359,2635,71,588
Telangana,hyderabad,Hotel O Deccan Lodging And Boarding,Near Gokul Theater,Good,3.5,17,4384,71,1008
Telangana,hyderabad,Hotel O Happy Guest House near LV Prasad eye Hospital,Near Star Super Market,Good,3.5,131,2694,67,675
Telangana,hyderabad,Capital O SKY GRAND,Near ISKCON Temple,Fair,3,94,4378,72,1001
Telangana,hyderabad,Hotel O Mayur's residency,Near Sri Krupa Market,Good,3.5,432,2211,67,574
Telangana,hyderabad,Hotel O 14726 Hotel Vaishnavi Park,Near Monda Market,Good,3.5,645,3064,74,628
Telangana,hyderabad,Hotel O Priya Residency,Near Raniganj,Very Good,4,404,2769,72,610
Telangana,hyderabad,Super Townhouse Lakdikapul,Near Red Hills,Excellent,4.5,1554,8995,68,2376
Telangana,hyderabad,Super Hotel O Vaishnavi Inn,Secunderabad,Very Good,4,1441,3362,72,752
Madhya Pradesh,indore,Hotel O Rudra Inn,near it park,Excellent,4.5,14,2778,71,626
Madhya Pradesh,indore,Townhouse Gandhi Hall,Near GANDHI HALL,Very Good,4,1205,5188,68,1324
Madhya Pradesh,indore,Townhouse Pipliyahana Square,Near Highway,Good,3.5,256,3848,69,945
Madhya Pradesh,indore,Hotel O Paradise Green,60-Feet Road indore (near airport ) 277-278 Ambikapuri Extension,Good,3.5,16,2697,72,606
Madhya Pradesh,indore,Hotel O Chirag Inn,Sudama Nagar Opp. Annapurna Mandir Near Annapurna Road,Excellent,4.5,12,2578,71,579
Madhya Pradesh,indore,Hotel O Regal,AB Road Vijay Nagar near by Skye corporate park behind Mahindra showroom Baap Jee Nagar,Good,3.5,163,2944,71,683
Madhya Pradesh,indore,Super Hotel O SP,71A 71A near railway crossing Rajendra nagarnull,Very Good,4,70,2426,72,519
Madhya Pradesh,indore,Hotel O D.V Near Medanta Hospital Indore,Near Medanta Hospital,Very Good,4,83,2837,67,740
Madhya Pradesh,indore,Collection O The Eternity Near LIG Sqaure,Behind Genesis Cosmetology,Fair,3,129,2685,71,579
Madhya Pradesh,indore,Super Townhouse Pine Tree,Vijay Nagar,Fabulous,5,361,4969,67,1308
Madhya Pradesh,indore,Hotel O Rose Valley,service Road Piplayarao Bhawarkhua,Very Good,4,40,3214,72,725
Madhya Pradesh,indore,Hotel O Nitya,Tilak Nagar Main Road,Good,3.5,243,2777,71,626
Madhya Pradesh,indore,SPOT ON Hotel Rameshwaram ,Nearby Landmark- Dmart,Very Good,4,30,3042,75,606
Madhya Pradesh,indore,Hotel O Madhur Inn,Near Chandragupta Maurya Square,Fair,3,23,3105,71,708
Madhya Pradesh,indore,Super Hotel O S7,near Radisson Hotel,Excellent,4.5,166,2457,72,550
Madhya Pradesh,indore,Hotel O Satyam Shree,Sukhliya,Fair,3,9,2352,72,508
Madhya Pradesh,indore,Hotel O Ocean Pearl,Near Thana,Very Good,4,17,2697,68,678
Madhya Pradesh,indore,OYO 823962 Hotel Fusion Stays,Behind Gujrati Schoolnull,Fabulous,5,1,4197,72,959
